Item,Arroz 5kg,Açúcar 5kg,Feijão 1kg,Leite Integral 1L,Macarrão 500g,Óleo 900ml
Arroz 5kg,"0,0","5,861291460904176","21,18498144532352","20,014049667628964","25,25094201777483","14,438385637562352"
Açúcar 5kg,"5,861291460904176","0,0","22,202342434010518","21,32215382713377","29,001078361414752","15,790443846986706"
Feijão 1kg,"21,18498144532352","22,202342434010518","0,0","0,21898345803158267","0,6684465207209475","0,8140192205368333"
Leite Integral 1L,"20,014049667628964","21,32215382713377","0,21898345803158267","0,0","0,6982163105386837","0,4875253598886297"
Macarrão 500g,"25,25094201777483","29,001078361414752","0,6684465207209475","0,6982163105386837","0,0","2,0471404315437467"
Óleo 900ml,"14,438385637562352","15,790443846986706","0,8140192205368333","0,4875253598886297","2,0471404315437467","0,0"
